SEQPLT,YEAR,PSTATABB,PNAME,ORISPL,LAT,LON,PLPRMFL,PLFUELCT,NAMEPCAP,COALFLAG,TOTALPOP,RAW_D_INDEX,RAW_D_LING,RAW_D_INCOME,RAW_D_MINOR,RAW_D_OVER64,RAW_D_UNDER5,RAW_D_LESSHS,N_D_INDEX_PER,N_D_LING_PER,N_D_INCOME_PER,N_D_MINOR_PER,N_D_OVER64_PER,N_D_UNDER5_PER,N_D_LESSHS_PER,S_D_INDEX_PER,S_D_LING_PER,S_D_INCOME_PER,S_D_MINOR_PER,S_D_OVER64_PER,S_D_UNDER5_PER,S_D_LESSHS_PER,N_D_INDEX,N_D_LING,N_D_INCOME,N_D_MINOR,N_D_OVER64,N_D_UNDER5,N_D_LESSHS,S_D_INDEX,S_D_LING,S_D_INCOME,S_D_MINOR,S_D_OVER64,S_D_UNDER5,S_D_LESSHS,DISTANCE
84,2021,AK,Noatak,57051,67.570931,-162.965728,DFO,OIL,1.3,,299,0.73,0.03,0.54,0.92,0.1,0.1,0.19,91,68,83,90,25,83,79,95,78,93,96,34,78,93,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
85,2021,AK,Noorvik,6330,66.834519,-161.038717,DFO,OIL,1.5,,552,0.72,0.02,0.5,0.93,0.08,0.13,0.21,91,62,80,91,17,92,82,94,69,91,97,23,90,94,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
86,2021,AK,North Pole,6285,64.7356,-147.3481,WO,OIL,181,,9691,0.21,0.01,0.15,0.27,0.09,0.05,0.07,34,57,27,47,24,54,46,25,59,29,34,32,44,62,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
87,2021,AK,Northway,7169,62.9617,-141.9372,DFO,OIL,1.1,,174,0.51,0.01,0.41,0.6,0.16,0.1,0.18,75,57,70,73,52,85,77,83,60,83,78,71,81,91,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
88,2021,AK,NSB Anaktuvuk Pass,7487,68.13795,-151.741017,DFO,OIL,2.7,,328,0.58,0.04,0.34,0.83,0.08,0.13,0.22,81,73,60,85,18,94,83,90,81,74,91,24,92,95,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
89,2021,AK,NSB Atqasuk Utility,7482,70.4826,-157.4252,DFO,OIL,3.2,,175,0.63,0.07,0.32,0.94,0.08,0.1,0.18,85,80,57,91,19,86,77,92,90,69,97,25,82,92,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
90,2021,AK,NSB Kaktovik Utility,7483,70.125617,-143.619033,DFO,OIL,2.6,,218,0.58,0.04,0.34,0.83,0.08,0.13,0.22,81,73,60,85,18,94,83,90,81,74,91,24,92,95,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
91,2021,AK,NSB Nuiqsut Utility,7484,70.220565,-150.993492,DFO,OIL,4.4,,395,0.58,0.04,0.34,0.83,0.08,0.13,0.22,81,73,60,85,18,94,83,90,81,74,91,24,92,95,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
92,2021,AK,NSB Point Hope Utility,7485,68.348424,-166.737211,DFO,OIL,3.1,,634,0.67,0.02,0.45,0.9,0.06,0.13,0.27,88,65,75,88,14,93,89,93,74,88,94,17,91,97,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
93,2021,AK,NSB Point Lay Utility,7486,69.740833,-163.005833,DFO,OIL,2.4,,175,0.67,0.02,0.45,0.9,0.06,0.13,0.27,88,65,75,88,14,93,89,93,74,88,94,17,91,97,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
94,2021,AK,NSB Wainwright Utility,7488,70.642877,-160.020461,DFO,OIL,3,,397,0.63,0.07,0.32,0.94,0.08,0.1,0.18,85,80,57,91,19,86,77,92,90,69,97,25,82,92,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
95,2021,AK,Nunapitchuk,6333,60.89588,-162.459756,DFO,OIL,0.5,,731,0.92,0.09,0.84,1,0.07,0.13,0.29,99,83,98,97,15,93,90,99,92,99,99,20,92,98,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
96,2021,AK,Nymans Plant Microgrid,7723,57.731608,-152.507044,DFO,OIL,10,,1789,0.21,0,0.17,0.24,0.01,0.14,0.02,34,0,31,44,0,95,20,24,0,34,29,1,95,23,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
97,2021,AK,Orca,789,60.555889,-145.752983,DFO,OIL,10.7,,1576,0.25,0,0.1,0.39,0.13,0.04,0.06,42,0,18,58,41,40,41,38,0,16,53,58,28,54,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
98,2021,AK,Pelican,6702,57.957197,-136.220095,WAT,HYDRO,2.4,,74,0.2,0,0.21,0.19,0.27,0,0.07,32,0,38,38,85,0,42,22,58,46,21,95,7,57,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
99,2021,AK,Petersburg,91,56.81104,-132.957091,WAT,HYDRO,14.5,,2878,0.3,0.05,0.2,0.4,0.25,0.06,0.1,51,75,36,59,81,58,55,51,83,42,55,92,49,74,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
100,2021,AK,Pillar Mountain Wind Project Microgrid,57187,57.7869,-152.4406,WND,WIND,9,,6867,0.4,0.11,0.2,0.6,0.13,0.07,0.1,65,86,37,73,40,64,57,72,95,45,78,57,55,76,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
101,2021,AK,Pilot Station,57058,61.936456,-162.880706,DFO,OIL,1.3,,711,0.78,0.03,0.6,0.96,0.05,0.09,0.22,94,67,88,93,8,81,84,96,75,95,98,8,76,95,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
102,2021,AK,Port Lions Microgrid,6282,57.864775,-152.855441,DFO,OIL,0.5,,181,0.5,0.02,0.33,0.67,0.22,0.02,0.18,74,65,59,76,73,20,76,82,74,73,81,87,12,90,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
103,2021,AK,Power Creek,7862,60.588686,-145.604539,WAT,HYDRO,6,,396,0.21,0,0.14,0.28,0.17,0.08,0.01,34,0,25,48,57,75,12,25,0,25,37,76,70,14,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
104,2021,AK,Purple Lake,6302,55.091263,-131.544978,WAT,HYDRO,3.9,,1554,0.65,0,0.4,0.91,0.13,0.04,0.08,86,0,69,89,39,39,50,93,0,83,94,55,27,66,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
105,2021,AK,Quinhagak,57057,59.747436,-161.910647,DFO,OIL,1.2,,941,0.84,0.06,0.7,0.99,0.09,0.11,0.29,97,78,94,95,22,89,90,98,86,97,99,30,85,98,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
106,2021,AK,S W Bailey,85,55.357397,-131.69696,DFO,OIL,25.9,,7939,0.37,0.05,0.29,0.45,0.14,0.05,0.08,61,74,53,63,44,52,48,67,83,65,61,63,42,63,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
107,2021,AK,Salmon Creek 1,65,58.3269,-134.4631,WAT,HYDRO,8.5,,7766,0.31,0.05,0.21,0.41,0.15,0.05,0.03,53,74,39,60,49,47,26,55,83,47,58,68,36,30,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
108,2021,AK,Sand Point,1,55.339722,-160.497222,DFO,OIL,4,,1184,0.55,0.01,0.26,0.85,0.14,0.03,0.11,79,60,48,86,44,25,59,87,66,57,92,63,15,77,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
109,2021,AK,Savoonga,57052,63.695267,-170.475661,DFO,OIL,1.7,,802,0.8,0.01,0.65,0.95,0.08,0.1,0.2,95,58,91,92,19,86,80,96,64,96,97,25,82,93,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
110,2021,AK,Scammon Bay,57056,61.843036,-165.581497,DFO,OIL,1.3,,431,0.83,0.02,0.74,0.92,0.06,0.14,0.17,96,62,95,90,11,94,74,98,71,98,96,13,94,90,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
111,2021,AK,Selawik,6341,66.606778,-160.014808,DFO,OIL,2.2,,726,0.9,0.04,0.81,0.98,0.06,0.16,0.32,98,71,97,95,12,96,92,99,80,99,98,14,97,99,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
112,2021,AK,Seldovia,6283,59.439542,-151.713439,DFO,OIL,2.2,,344,0.41,0.01,0.24,0.57,0.2,0.03,0.07,65,57,44,71,69,29,43,73,60,52,76,85,19,57,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
113,2021,AK,Seward (AK),92,60.130922,-149.43501,DFO,OIL,15.6,,3046,0.27,0,0.25,0.29,0.13,0.05,0.06,46,0,46,50,41,50,39,46,0,55,39,57,38,51,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
114,2021,AK,Shishmaref,6345,66.255072,-166.073589,DFO,OIL,1.5,,554,0.8,0.01,0.65,0.95,0.08,0.1,0.2,95,58,91,92,19,86,80,96,64,96,97,25,82,93,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
115,2021,AK,Shungnak,57063,66.888114,-157.140206,DFO,OIL,1.2,,230,0.8,0.07,0.68,0.92,0.11,0.11,0.21,95,79,93,90,32,87,82,97,87,97,95,44,83,94,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
116,2021,AK,Silvis,6581,55.381402,-131.517758,WAT,HYDRO,2.1,,4,0.06,0,0.06,0.07,0.13,0.08,0,4,0,9,19,39,73,0,1,0,8,2,55,68,0,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
117,2021,AK,Skagway,66,59.4545,-135.3131,WAT,HYDRO,4.4,,1235,0.19,0,0.15,0.23,0.13,0.05,0.12,31,0,27,43,39,51,61,20,0,30,27,56,41,79,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
118,2021,AK,Slana Generating Station,61685,62.592756,-143.588869,DFO,OIL,1.6,,10,0.4,0.01,0.34,0.46,0.12,0.07,0.04,64,57,60,63,36,70,30,71,59,74,62,51,65,35,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
119,2021,AK,Snake River,90,64.505331,-165.429814,DFO,OIL,19.2,,3843,0.46,0.01,0.19,0.74,0.08,0.09,0.08,71,60,34,80,17,81,47,78,66,40,86,22,76,62,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
120,2021,AK,Snettisham,78,58.1415,-133.737,WAT,HYDRO,78.2,,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
121,2021,AK,Soldotna,57206,60.499444,-150.997222,NG,GAS,50,,5031,0.2,0,0.27,0.14,0.17,0.04,0.07,33,0,49,30,58,40,44,24,0,61,9,76,28,59,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
122,2021,AK,Solomon Gulch,390,61.0828,-146.3033,WAT,HYDRO,12,,60,0.25,0,0.34,0.17,0.03,0.06,0,43,0,61,34,6,62,0,41,0,74,15,5,53,0,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
123,2021,AK,South Fork,56265,55.563333,-132.891111,WAT,HYDRO,2,,42,0.44,0,0.35,0.53,0.15,0.05,0.1,69,0,61,69,50,47,56,77,0,75,70,69,36,74,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
124,2021,AK,Southcentral Power Project,57036,61.167417,-149.905304,NG,GAS,203.9,,99053,0.35,0.05,0.22,0.48,0.11,0.06,0.07,58,74,40,65,32,58,42,62,83,48,65,45,49,56,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
125,2021,AK,St Marys IC,6338,62.051525,-163.172567,DFO,OIL,6.5,,690,0.78,0.03,0.6,0.96,0.05,0.09,0.22,94,67,88,93,8,81,84,96,75,95,98,8,76,95,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
126,2021,AK,St. Michael,57061,63.4775,-162.0383,DFO,OIL,0.7,,379,0.8,0.01,0.65,0.95,0.08,0.1,0.2,95,58,91,92,19,86,80,96,64,96,97,25,82,93,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
127,2021,AK,Stebbins,57055,63.521047,-162.286322,DFO,OIL,2,,376,0.8,0.01,0.65,0.95,0.08,0.1,0.2,95,58,91,92,19,86,80,96,64,96,97,25,82,93,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
128,2021,AK,Swampy Acres Microgrid,60250,57.77556,-152.48028,DFO,OIL,8.4,,2324,0.25,0.03,0.17,0.33,0.06,0.12,0.04,42,66,31,53,12,92,31,39,75,34,45,14,89,37,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
129,2021,AK,Swan Lake,70,55.615208,-131.356111,WAT,HYDRO,22.6,,16,0.06,0,0.06,0.07,0.13,0.08,0,4,0,9,19,39,73,0,1,0,8,2,55,68,0,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
130,2021,AK,Terror Lake Microgrid,71,57.6861,-152.895,WAT,HYDRO,33.6,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
131,2021,AK,Tesoro Kenai Cogeneration Plant,52184,60.677,-151.3815,NG,GAS,8.6,,1829,0.22,0,0.26,0.17,0.17,0.05,0.06,36,0,47,35,56,49,39,27,0,57,16,74,37,52,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
132,2021,AK,Thorne Bay Plant,7414,55.68586,-132.52892,DFO,OIL,1,,311,0.25,0,0.33,0.17,0.25,0.02,0.09,43,0,58,35,81,21,52,39,0,71,16,92,13,69,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
133,2021,AK,TNSG North Plant,58278,70.235278,-148.383611,NG,GAS,25.7,,608,0.16,0,0.09,0.23,0.05,0,0.03,23,0,15,42,10,0,20,11,0,14,25,11,0,24,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
134,2021,AK,TNSG South Plant,58117,70.2,-148.466667,NG,GAS,7.8,,437,0.16,0,0.09,0.23,0.05,0,0.03,23,0,15,42,10,0,20,11,0,14,25,11,0,24,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
135,2021,AK,Togiak,6348,59.059744,-160.380278,DFO,OIL,2.8,,282,0.78,0.06,0.66,0.91,0.13,0.1,0.16,94,77,91,89,38,86,74,96,85,96,94,54,82,89,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
136,2021,AK,Tok,406,63.33552,-142.99997,DFO,OIL,5.3,,854,0.29,0.01,0.33,0.24,0.18,0.06,0.09,49,57,58,44,61,55,52,49,62,72,29,80,46,68,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
137,2021,AK,Toksook Bay,57067,60.530142,-165.108575,DFO,OIL,2.1,,639,0.84,0.05,0.68,0.99,0.09,0.14,0.2,97,74,93,96,21,95,80,98,82,97,99,27,94,94,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
138,2021,AK,Tyee Lake Hydroelectric Facility,61166,56.216403,-131.504344,WAT,HYDRO,22.6,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
139,2021,AK,Unalakleet,6299,63.876789,-160.790414,DFO,OIL,2,,766,0.8,0.01,0.65,0.95,0.08,0.1,0.2,95,58,91,92,19,86,80,96,64,96,97,25,82,93,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
140,2021,AK,Unalaska Power Module,7503,53.863993,-166.512591,DFO,OIL,1.1,,2912,0.5,0.07,0.21,0.8,0.08,0.04,0.1,75,80,38,83,18,37,56,83,89,46,90,23,25,74,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
141,2021,AK,Unisea G 2,54422,53.8796,-166.5532,DFO,OIL,17.5,,2912,0.5,0.07,0.21,0.8,0.08,0.04,0.1,75,80,38,83,18,37,56,83,89,46,90,23,25,74,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
142,2021,AK,University of Alaska Fairbanks,50711,64.854171,-147.822075,SUB,COAL,39.6,Yes,24584,0.31,0.04,0.23,0.38,0.14,0.07,0.06,53,71,42,58,44,70,37,54,81,51,52,63,64,48,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
143,2021,AK,Upper Kalskag,57054,61.526858,-160.348128,DFO,OIL,1.1,,473,0.72,0.01,0.55,0.88,0.08,0.11,0.19,91,57,84,88,20,90,78,94,59,94,93,26,87,92,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
144,2021,AK,Utility Plants Section,50308,64.825601,-147.648627,SUB,COAL,20,Yes,22444,0.36,0.02,0.33,0.4,0.08,0.11,0.07,60,65,58,59,19,89,44,65,74,72,55,26,86,59,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
145,2021,AK,Valdez,6306,61.1303,-146.3647,DFO,OIL,8.6,,2198,0.18,0,0.14,0.22,0.21,0.07,0.06,29,0,26,42,69,71,38,18,0,28,25,85,65,50,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
146,2021,AK,Valdez Cogen,7841,61.0839,-146.2529,WO,OIL,5.3,,1048,0.17,0,0.24,0.1,0.03,0.06,0,27,0,45,25,5,58,0,16,0,54,4,5,49,0,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
147,2021,AK,Viking,56147,55.540708,-133.102344,DFO,OIL,1,,1007,0.43,0,0.34,0.52,0.16,0.05,0.1,68,0,60,68,50,49,55,76,0,74,69,70,37,74,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
148,2021,AK,Westward Seafoods,54305,53.858508,-166.55288,DFO,OIL,6.6,,2237,0.49,0.07,0.2,0.79,0.07,0.04,0.09,74,79,36,83,16,36,54,82,88,44,89,21,25,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
149,2021,AK,Whitman,58977,55.328056,-131.530833,WAT,HYDRO,4.8,,2262,0.23,0,0.16,0.3,0.16,0.04,0.04,38,0,28,50,53,42,27,31,58,32,40,72,31,32,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
150,2021,AK,Wrangell,95,56.460976,-132.379439,DFO,OIL,8.5,,1837,0.38,0,0.37,0.38,0.2,0.06,0.14,62,0,65,58,69,63,68,68,0,79,52,85,53,87,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
151,2021,AK,Yakutat,6637,59.544553,-139.724306,DFO,OIL,3.8,,578,0.54,0.01,0.41,0.68,0.14,0.11,0.06,78,58,70,77,44,89,37,86,62,83,82,63,86,48,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.33,0.02,0.25,0.4,0.12,0.07,0.07,3
152,2021,AL,ABC Coke,56076,33.582793,-86.779866,COG,COAL,3.8,Yes,24613,0.66,0.02,0.55,0.78,0.16,0.06,0.17,87,63,84,82,54,63,75,84,84,76,84,48,64,66,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
153,2021,AL,Alabama Pine Pulp,54429,31.5825,-87.4889,BLQ,BIOMASS,69,,113,0.56,0,0.61,0.52,0.2,0,0.32,80,0,88,68,68,0,92,77,0,83,71,64,0,93,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
154,2021,AL,Alabama River Pulp,10216,31.5825,-87.4889,BLQ,BIOMASS,48,,113,0.56,0,0.61,0.52,0.2,0,0.32,80,0,88,68,68,0,92,77,0,83,71,64,0,93,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
155,2021,AL,Albertville,7924,34.363389,-86.223889,DFO,OIL,4,,2153,0.26,0.02,0.38,0.14,0.2,0.02,0.31,44,64,66,31,66,25,91,37,85,51,30,62,28,92,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
156,2021,AL,AMEA Sylacauga Plant,56018,33.1661,-86.2825,NG,GAS,98.6,,11105,0.39,0,0.46,0.32,0.18,0.06,0.18,63,0,76,53,61,58,76,60,0,65,55,56,58,68,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
157,2021,AL,ANAD Solar Array,60680,33.626728,-85.969481,SUN,SOLAR,7.4,,4047,0.32,0,0.46,0.19,0.14,0.09,0.14,55,0,75,38,46,80,68,50,0,64,38,38,79,56,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
158,2021,AL,Bankhead Dam,2,33.458665,-87.356823,WAT,HYDRO,53.9,,122,0.11,0,0.21,0.01,0.18,0.02,0.12,13,0,39,5,61,25,63,8,0,23,5,57,27,49,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
159,2021,AL,Barry,3,31.0069,-88.0103,BIT,COAL,2569.5,Yes,273,0.31,0,0.21,0.41,0.23,0.03,0.13,52,0,38,60,76,25,66,47,0,22,62,75,28,52,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
160,2021,AL,Bartletts Ferry,702,32.663,-85.0908,WAT,HYDRO,173,,2092,0.17,0,0.22,0.12,0.18,0.02,0.01,26,0,40,28,59,25,14,16,0,34,15,66,26,14,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.41,0.03,0.33,0.48,0.14,0.06,0.12,3
161,2021,AL,Bellefonte,6150,34.7092,-85.9278,DFO,OIL,14,,1532,0.3,0,0.48,0.12,0.22,0.04,0.14,51,0,78,27,74,42,68,45,0,68,26,72,43,56,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
162,2021,AL,Browns Ferry,46,34.7042,-87.1189,NUC,NUCLEAR,3567.5,,866,0.34,0.01,0.44,0.24,0.31,0.04,0.3,57,60,74,44,89,36,91,53,83,62,45,89,37,91,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
163,2021,AL,Calhoun Generating Facility,55409,33.5883,-85.9731,NG,GAS,748,,4794,0.35,0.02,0.49,0.22,0.15,0.09,0.15,59,61,78,42,49,80,70,55,83,69,43,42,80,58,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
164,2021,AL,Central Alabama Gen Station,55440,32.6497,-86.74,NG,GAS,927.1,,678,0.28,0,0.39,0.17,0.11,0.09,0.08,48,0,67,35,33,80,47,41,0,53,34,26,79,32,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
165,2021,AL,Colbert,47,34.7439,-87.8486,NG,GAS,476,,383,0.24,0,0.37,0.12,0.29,0.02,0.21,41,0,65,27,88,23,82,34,0,50,26,88,26,77,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
166,2021,AL,Crestwood Dothan,54985,31.262356,-85.402737,DFO,OIL,8.6,,22872,0.49,0.01,0.47,0.52,0.18,0.07,0.13,74,57,76,68,62,70,65,71,80,65,71,57,70,51,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
167,2021,AL,Cumblerland Land Holdings LLC,61924,34.94974,-86.868053,SUN,SOLAR,14.7,,4656,0.24,0,0.42,0.06,0.17,0.07,0.2,41,0,72,15,56,64,80,34,0,60,15,50,64,73,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.38,0.01,0.36,0.35,0.17,0.06,0.13,3
